customer_id,churned
5297,True
4913,True
857,False
2331,True
1361,True
292,True
2498,False
3152,True
561,True
5307,True
2970,False
1682,True
93,False
2611,False
5159,True
661,True
4309,True
1061,True
3949,True
3107,True
3729,True
3698,False
1417,False
5552,True
279,True
3762,True
1703,False
3479,False
657,True
1438,False
4250,False
3237,False
1939,True
4383,True
4668,True
5298,False
4610,False
1956,True
4326,False
4071,False
389,False
101,False
861,True
4955,True
5143,False
3229,False
938,False
2887,True
4546,True
3943,False
5062,True
6,False
1063,True
5011,False
3427,False
482,False
3741,False
1103,False
224,True
959,True
1523,False
1637,False
2689,True
1227,True
436,True
4930,False
5058,True
3286,False
1043,True
1358,True
1561,True
4290,False
2652,True
4379,True
602,True
5388,True
4868,True
2618,True
3192,True
5235,False
1338,True
2377,False
3116,True
4969,True
1853,False
3256,False
5472,True
3725,False
3193,True
5489,True
2682,True
3675,False
4584,True
3014,True
464,False
568,False
725,False
4073,False
1818,True
1526,True
3128,True
395,True
3529,True
813,True
1143,False
1035,True
3703,False
1823,True
2106,True
5506,True
3153,True
1815,False
2800,True
1962,True
2578,True
773,False
4604,False
2678,True
4555,False
2479,True
3266,True
3317,False
201,False
5502,True
2070,True
1986,False
5129,True
4200,True
2366,False
5230,True
4258,True
790,True
139,False
1886,False
338,True
260,True
3778,True
719,True
5392,True
5164,True
376,False
4029,True
4253,False
3067,False
302,True
1075,True
4766,True
4353,False
2313,True
362,True
1565,False
4356,True
3234,True
953,True
481,False
3521,True
5482,True
3883,True
2864,False
5570,True
5019,False
709,True
2665,False
4175,True
2512,False
3022,True
130,False
4948,True
4390,False
5133,False
490,False
89,True
1635,True
1992,False
2414,True
351,True
4045,True
2369,True
4147,False
2456,True
1942,False
399,True
2827,False
4793,False
5547,True
1049,True
3087,False
1821,False
1100,False
2916,True
2934,False
2024,False
4942,False
2594,True
421,False
1401,True
2429,True
2083,False
963,True
1101,False
3162,True
4867,True
4786,True
435,True
2287,True
829,False
788,True
5136,True
3917,True
456,False
4526,True
2073,True
4165,True
4303,True
1105,False
3724,True
1770,False
398,False
5047,True
797,True
4528,True
4615,True
3780,True
1458,False
4063,True
1334,True
755,True
65,True
177,False
3464,True
2842,False
4995,False
26,True
525,True
5255,False
3073,False
2295,False
664,True
3463,False
1221,True
1742,True
3639,True
332,True
598,False
3483,False
2698,False
1459,False
3896,True
3505,True
739,False
2389,True
228,True
5308,True
498,False
7,False
1977,False
902,True
3782,False
4527,True
2543,False
1237,True
5272,False
1932,False
3126,True
949,False
1717,True
2183,True
4748,True
4382,False
138,False
4441,False
2017,True
251,False
4525,True
1090,False
2016,False
3630,True
3211,False
2403,True
912,False
3052,True
1281,True
4842,True
2118,True
911,False
4100,False
2158,False
3198,False
1089,False
2610,False
3671,False
936,True
3999,False
3595,True
1250,True
5054,False
3435,True
5284,False
5039,True
3239,False
3611,True
3306,False
5135,True
3265,False
3539,True
2779,True
1792,False
4402,True
3187,True
3361,True
3391,False
3351,False
5289,True
5185,True
3459,True
5521,True
892,True
5471,True
4108,True
2730,False
1725,True
4068,True
2051,False
5025,False
4917,True
4457,False
3019,False
2046,False
5555,True
403,False
5170,True
50,False
2497,False
5541,True
2619,True
558,True
3513,True
4163,True
2506,False
1151,True
9,False
1707,True
3125,True
1614,False
1071,True
5478,True
4294,False
5301,True
716,True
1896,False
5057,True
2123,True
318,True
2535,False
1672,True
3318,False
427,True
2644,True
546,True
262,True
254,True
666,True
2475,True
171,True
1176,False
4714,False
1482,False
1906,False
3350,True
4702,True
1900,False
693,True
2821,True
4854,True
3862,True
4585,True
2115,True
3982,False
2653,True
781,True
3095,True
4583,True
3409,True
541,True
4283,True
3041,True
4716,True
5420,False
882,True
2894,False
4300,True
4308,True
5532,True
2458,True
1171,True
2951,False
1329,True
5415,True
5389,True
75,True
3426,True
4254,False
3887,True
2194,True
1466,True
5176,True
4443,True
3693,False
945,True
3037,False
5449,False
842,False
4627,True
2685,False
4686,False
4062,True
3300,True
225,True
4384,True
1856,True
5078,False
845,False
572,False
5378,True
4951,True
3407,False
154,True
476,False
3353,True
3399,False
1690,True
278,True
3405,False
5529,True
1087,True
3347,True
382,True
1099,False
5327,False
3802,True
2921,True
4545,True
918,True
4172,True
3285,True
5182,False
3552,True
297,True
3522,True
527,False
4876,True
442,True
2120,True
1138,True
2942,False
4581,False
3892,True
2901,True
2374,False
3053,False
4461,True
1836,False
5120,True
2008,False
3084,False
47,True
2201,False
5400,True
397,True
1507,False
2908,False
5184,True
4594,False
4272,True
3076,True
4937,True
986,True
3992,True
5087,False
3969,False
5190,False
237,True
2119,True
3601,False
2803,False
1104,True
3378,True
802,True
4789,True
5338,False
3012,False
3308,False
3553,True
1737,True
4855,True
4794,True
4877,True
3707,True
34,True
2245,True
4259,True
3167,True
3450,False
564,True
4598,False
74,True
855,True
309,True
2705,False
282,True
4002,False
3804,True
547,True
3169,True
1570,False
1158,False
1680,False
720,True
291,True
540,True
2863,False
2232,True
1036,True
4663,True
1047,True
2576,True
3588,True
2315,True
60,True
1599,True
5551,True
1189,False
3705,False
5140,True
2443,False
4316,False
535,False
4436,False
4989,True
5118,False
3798,False
581,True
4221,True
195,False
1263,True
172,False
3832,True
4244,True
924,False
1013,True
4251,False
1173,False
1562,True
1641,True
3338,False
1430,False
4839,True
4331,False
3336,False
2569,True
4148,True
3720,False
1239,True
3905,False
415,True
4262,False
982,True
1164,True
1779,False
5112,True
5484,False
586,True
595,True
1811,False
812,False
1949,True
5241,False
1167,True
1930,False
220,True
1065,True
4576,True
1692,True
3003,False
3127,True
2013,True
3474,True
774,False
305,True
439,True
713,True
5101,True
2640,True
1024,True
2768,False
1082,False
3140,True
2293,False
734,False
1674,False
3881,True
3696,False
4273,False
3525,True
2963,True
2113,True
1610,True
1643,True
1219,True
1604,True
357,True
3577,False
530,False
5153,True
5367,True
1093,False
1765,True
2444,False
1935,True
985,True
4144,True
5292,True
2641,True
2337,False
2804,True
3021,False
4616,True
2756,True
3811,True
4697,False
1288,True
2890,False
137,False
973,False
1648,True
2941,False
615,False
4185,True
4861,False
1858,True
4636,True
4749,True
5213,True
1711,True
2268,False
5431,False
5376,False
2424,False
4093,False
4337,False
5038,False
1366,True
414,True
3257,True
2330,True
2740,False
3510,True
2722,True
4130,False
1040,False
4523,True
2868,False
2879,True
4081,True
4824,True
508,True
3668,False
4477,False
2448,True
1781,False
4538,True
4956,True
3941,False
3751,False
4119,True
543,True
2761,False
4179,False
223,False
4358,True
3690,True
1402,True
1872,False
3411,True
2136,False
180,True
2694,False
2173,False
2743,True
1322,True
3359,True
3599,False
539,True
289,True
5446,False
975,False
2404,False
3600,True
3259,True
3665,False
3631,False
41,False
4755,True
3752,True
3644,True
4220,True
4158,True
4587,False
2772,True
4006,False
876,False
2383,True
1391,False
506,False
5325,True
1014,True
3375,True
387,True
2968,False
307,True
1336,False
1863,True
3801,True
4092,False
2857,False
1255,False
4201,True
340,True
1801,True
5149,True
1955,False
4888,False
3518,True
2004,False
2595,False
747,False
3296,True
4236,True
2053,True
4442,True
1503,True
4629,False
3329,True
1780,False
3244,False
765,True
4284,False
925,False
856,False
3620,True
5429,True
1270,False
4804,True
3836,True
1114,False
5261,False
3531,True
751,True
2703,False
5005,False
4019,True
151,True
1032,True
2508,False
3868,True
346,True
3511,True
2630,False
1670,True
706,True
5177,False
2675,False
2946,False
1746,True
1400,False
1017,False
4504,True
1649,True
2240,True
5249,False
1502,True
87,True
2699,False
521,False
5042,False
1556,False
2932,False
3646,True
3936,False
2858,False
5031,False
1201,False
2135,True
4434,False
2930,False
5326,True
4104,True
5443,False
2735,True
3731,True
1142,True
5361,False
10,False
3134,False
4558,False
4487,True
4480,True
3958,False
2296,False
4107,False
2671,True
1845,False
2099,True
569,True
3578,False
4680,False
5028,False
2276,False
1408,True
5259,True
604,False
3900,False
4252,False
5163,True
3921,False
1332,True
1647,True
2701,True
2907,False
3289,True
688,True
822,True
2846,False
4004,False
2987,False
1677,False
1149,True
4808,True
3501,True
1493,True
3604,False
2114,True
5501,True
1323,True
3457,False
3983,False
4187,True
3484,True
3282,True
2087,True
917,False
3183,True
1601,True
3834,True
559,True
2948,False
3603,False
707,True
3176,True
583,True
1208,False
2938,False
422,False
2633,False
4801,False
875,True
5355,False
3382,True
5323,True
3851,True
1566,False
4736,False
1183,False
227,True
826,True
3684,False
5077,False
2321,True
5288,False
1636,False
2828,False
3904,False
3930,False
4279,False
1190,False
5390,False
1374,False
1569,False
3768,True
2134,True
5566,True
1808,True
825,False
3869,True
3069,False
2480,True
499,False
5349,True
4146,True
816,True
1316,True
5222,False
2533,False
3075,True
509,True
146,True
4665,False
5212,False
629,True
1536,False
5347,False
1196,False
2981,True
470,False
4157,True
3759,False
1789,False
4703,True
4612,True
204,False
2822,True
2005,False
5173,False
2909,True
3977,False
2650,True
2747,True
2352,False
1754,True
1215,True
4102,True
4935,False
4518,False
1451,False
2215,False
3712,True
1903,False
979,False
549,True
5330,False
4371,True
2266,False
3866,False
1425,False
4760,True
576,True
2807,True
1452,True
5029,True
445,False
3571,False
3431,True
627,True
347,True
341,True
4770,True
5380,True
777,False
4136,True
3489,True
3897,True
5236,False
303,True
926,False
3779,True
675,True
4655,False
2308,True
584,True
2012,True
3861,True
5126,False
5311,True
2869,False
241,True
1862,True
1479,False
2014,False
4387,True
786,True
3727,False
170,True
2536,False
5312,False
896,True
2997,False
2775,True
1376,True
4096,True
3530,False
3686,False
4455,False
477,False
3888,True
337,True
1895,False
320,True
2129,True
4798,True
4544,True
635,False
620,True
3278,True
4399,True
1658,True
2102,True
3196,True
2186,False
4044,True
3370,True
4904,True
3111,True
5238,False
3876,False
2794,True
681,True
2312,True
1709,True
2298,False
4357,False
1261,False
4213,True
3770,True
1950,False
4894,False
4078,True
22,False
735,False
536,True
3327,False
2769,True
1585,True
3498,True
1349,True
866,True
1127,True
4550,True
5436,True
122,False
5409,False
2831,False
5141,True
1767,True
3746,True
4920,False
3445,False
1607,True
2095,True
3739,False
4781,True
2421,True
1797,False
3508,True
4109,False
1506,False
2557,False
4643,False
2474,False
4164,True
167,True
1193,False
2937,False
1220,False
3044,True
1194,True
2627,False
2364,False
3057,False
78,False
1698,True
5071,True
2476,True
4055,True
4348,False
2755,True
2190,False
370,False
485,False
4530,True
520,True
571,True
2647,True
3332,False
2281,False
1943,False
2816,True
947,True
5123,False
2356,False
5109,True
1489,False
5106,False
3313,False
1096,False
2124,True
3678,True
2655,True
4653,False
3269,True
4306,True
2824,True
510,False
1861,True
3857,True
1359,True
1107,True
533,True
4263,False
2426,True
3231,False
2168,False
2668,False
413,False
5232,False
5427,True
5466,True
5342,True
2731,False
3121,True
1730,True
4977,False
1002,True
5104,True
3393,False
5428,True
4389,True
883,False
2736,True
5240,False
1688,False
1347,True
4575,False
1708,True
3469,True
160,True
670,True
1266,False
3816,True
3826,False
2679,False
1551,False
2325,True
5003,False
5295,True
4287,False
5088,False
3692,False
3854,True
1365,True
3549,True
2225,True
4725,True
3185,True
363,False
2601,True
2081,True
2359,False
2333,False
4708,True
614,False
1760,False
91,False
1644,True
4634,True
4089,False
2563,True
1964,True
4425,True
4511,True
2001,False
3938,False
5504,True
2966,True
3849,True
1661,True
2401,False
4984,False
142,False
3091,False
4127,False
258,False
1496,False
1602,False
4719,True
2741,True
3972,True
649,True
2323,True
5285,False
970,False
4171,True
3072,False
1305,False
3733,False
4493,True
4427,True
3090,False
3007,True
4422,False
3301,True
5002,False
2284,True
2500,False
1782,False
1363,True
1468,True
3056,True
1945,False
5470,True
3315,False
270,True
5510,True
5065,True
1696,True
4881,False
2449,True
1911,False
3584,False
1819,False
406,True
1805,False
3220,True
2933,False
3371,True
3189,True
4959,False
5174,True
4053,True
3186,True
1544,False
463,False
1223,False
4844,True
4498,True
1091,False
691,True
1241,True
103,False
4069,True
1631,False
3586,False
683,True
3252,False
3659,False
3929,False
597,True
3926,True
3398,True
4401,False
2818,True
2695,True
4696,True
2080,True
199,False
3465,True
4314,True
2121,True
323,True
1813,False
2350,True
39,False
2672,False
68,True
2410,True
2182,True
5543,True
679,True
4621,False
4549,False
2202,False
2528,True
365,False
733,False
3945,True
2341,False
2071,True
4849,True
954,True
2673,True
287,True
3226,False
3031,False
3064,True
5486,True
2549,False
2167,False
3935,False
3695,False
2425,False
1581,False
2833,False
2028,True
2062,True
3894,True
2609,False
3961,True
3444,True
2556,True
3043,False
2311,True
5197,True
2686,False
4733,False
2066,True
1057,True
793,False
5035,True
4741,False
1732,True
4730,True
1097,False
1597,True
1293,False
950,False
4728,False
4365,False
5082,False
2056,True
2130,True
5440,True
828,False
5217,True
2936,False
4219,True
2982,False
722,False
5438,True
4414,False
3240,True
2888,True
1595,True
3565,False
3589,False
4762,False
764,False
4574,False
2591,False
2525,True
1592,True
3096,True
5283,True
1421,False
654,True
3344,True
283,True
4077,False
4554,False
2259,True
2026,False
5454,True
4065,False
5162,False
1445,True
981,True
3813,True
1153,True
3417,True
674,True
468,False
1317,True
3587,False
429,True
4957,True
1555,False
1129,True
1210,False
916,False
166,True
3059,True
3841,True
4746,True
5264,False
3667,False
2494,False
1000,False
1178,False
56,False
3020,True
208,True
2111,True
4060,True
1307,True
1440,False
425,True
697,True
4312,True
1265,False
4024,False
3383,True
1593,True
5306,True
2301,False
492,True
961,False
1860,True
3998,False
4962,True
3035,True
978,True
5134,True
3920,True
819,True
2866,False
1826,False
4090,False
4320,True
1467,True
4711,True
621,True
4125,False
4267,False
3048,False
1778,False
3612,False
336,False
3740,False
4880,False
1083,False
2607,True
4898,False
390,True
737,False
113,False
1068,True
937,False
2299,True
1873,True
5239,False
1015,False
2883,False
3291,True
257,False
5254,False
1339,True
1152,False
2264,False
992,True
4617,True
4875,True
2558,False
1009,True
4035,False
3507,True
526,True
3791,True
4681,False
132,False
2462,True
35,False
441,True
64,True
2029,True
1668,True
4879,False
1282,True
2175,False
638,False
3638,True
1224,True
3954,True
5175,False
1218,False
1598,True
2725,False
2836,False
4278,False
4381,True
767,True
2572,False
4675,False
1294,False
3880,True
3922,True
1108,False
1659,False
1744,True
1278,True
3157,False
4141,False
2959,True
3865,True
4727,False
2952,False
129,True
2700,True
2255,False
27,False
4818,True
4692,True
4079,False
452,True
1234,False
5016,False
1719,True
5313,False
3685,True
459,False
2391,True
680,True
2009,False
3925,False
2466,True
1747,True
3754,False
1954,False
361,True
1804,False
4317,False
3757,True
202,False
934,False
5114,True
5253,False
964,False
124,False
5490,True
3025,True
5282,False
1965,True
2972,False
3766,True
2515,True
4589,False
4588,False
446,False
4516,True
2996,True
647,False
4482,True
2452,False
3323,False
5214,True
1757,True
1588,True
935,True
1450,False
4640,False
4028,False
1353,True
3512,True
3138,True
1188,False
217,True
1415,False
4718,False
3544,True
3440,False
4869,True
877,True
3294,True
5405,True
2022,False
5111,True
66,False
3933,False
1481,False
4976,True
736,False
1846,True
272,False
1490,True
3429,False
4829,False
5455,False
4614,False
4567,False
1944,True
660,False
1446,True
2801,True
3618,True
288,True
1776,True
1357,False
782,True
3844,True
3928,False
1978,False
3715,True
226,True
760,False
3163,True
514,False
727,False
5322,True
1605,True
5433,True
3097,False
5437,False
2917,False
2891,True
4183,True
908,False
800,True
768,False
193,True
663,True
742,False
3602,False
4715,True
1454,False
612,False
3953,True
4048,True
1870,True
5225,True
401,False
3540,True
4954,True
849,False
4405,True
3924,False
1728,True
374,False
4367,False
2935,False
537,True
4495,True
3738,False
1007,True
5336,False
4431,False
409,True
578,True
692,True
1611,False
2734,False
5450,False
5014,True
4642,False
655,True
444,True
5017,False
1829,False
3165,True
4535,True
1228,False
5362,True
3385,True
2286,False
3610,False
3133,True
590,True
2906,True
1575,False
478,False
3129,False
4819,True
4911,False
2656,True
2396,True
2140,False
3124,True
5188,True
2660,True
1871,False
4145,False
3283,True
2620,False
465,True
743,False
2751,False
4907,True
182,True
5113,True
242,True
2716,True
1394,False
1053,False
3677,False
653,True
148,True
708,True
369,False
23,True
3312,False
1285,True
1957,True
2260,True
1532,False
1436,False
919,True
1199,False
2216,False
5051,False
469,True
5370,True
1192,True
106,False
1484,True
4582,False
350,False
1509,True
1260,True
48,True
238,True
712,True
1443,False
5178,False
5503,True
4685,True
4419,False
4392,True
2663,True
2718,False
2613,False
4639,True
2511,False
900,True
3990,True
4139,False
4735,False
3608,True
1931,False
5227,True
4767,True
3033,True
2771,False
4990,True
5351,False
3964,True
4906,False
2254,False
2125,True
30,True
2306,True
3206,False
1226,True
4005,False
2329,True
4613,True
173,True
2676,False
3913,False
5124,False
3241,False
859,False
1972,True
1917,True
4166,True
3730,True
25,False
2491,True
5444,False
807,True
1469,False
2006,False
4540,True
4603,False
3939,False
4351,False
3195,True
493,False
1623,False
2651,True
4908,False
1001,False
2317,True
4242,False
1951,True
2746,True
4682,False
972,False
1308,False
4444,True
3273,True
3708,True
3258,False
2489,True
3942,True
611,False
4227,True
4831,True
2811,True
384,False
3835,True
5105,True
5023,False
2642,False
1663,False
5500,True
3345,False
1701,False
16,False
4015,False
1058,True
640,True
2659,False
5398,True
3010,True
3213,False
2169,False
3652,False
2813,True
4654,False
5237,False
1186,False
3875,True
3335,True
2662,False
3546,True
4638,True
4282,False
1716,False
2960,True
2469,True
3664,False
1966,True
1920,False
3143,True
4971,True
4459,False
2965,True
585,True
3867,True
5530,True
36,False
1072,False
76,False
2238,True
4017,True
4479,True
997,False
4150,False
2368,False
625,False
4184,True
4058,True
2049,False
3403,False
3713,True
1407,False
1905,False
639,True
375,True
80,True
3554,True
2170,False
4541,True
1327,True
2786,True
2793,True
3293,False
4750,True
5069,True
5394,True
1384,True
189,False
1515,False
5353,False
5160,True
2344,True
4168,True
2059,False
353,True
2398,False
3081,False
5243,False
2248,False
4423,False
1383,True
1628,False
2176,False
3891,True
2495,False
4731,True
2326,True
4037,True
4564,False
2929,False
3476,True
4862,False
3106,True
1470,False
1839,False
5199,True
2110,True
3743,False
3298,True
240,True
1517,False
4556,False
2163,False
3334,True
4400,True
676,True
3702,True
4536,True
5210,True
4677,True
5122,False
1382,True
1205,False
2454,True
2919,True
3486,True
4167,False
1027,True
1019,True
1816,False
3105,True
4674,True
4852,True
3430,False
4902,True
2830,False
4023,False
2392,True
3055,False
1483,True
3931,True
2373,False
4672,True
3818,True
3916,False
3070,False
2367,False
3142,True
135,True
2623,False
1292,False
4721,True
852,False
2814,True
3150,True
4919,False
1617,False
2826,False
3413,False
3852,True
3177,True
2614,False
5167,True
5090,False
2867,True
3617,False
5075,False
3987,True
5522,False
3582,False
140,False
3509,True
1589,True
4694,True
2496,False
5452,False
2437,True
3279,True
5498,True
820,True
4744,True
2745,True
4982,True
4013,False
4666,False
2532,True
1136,False
1817,True
229,False
999,False
2715,True
1558,False
3200,False
5066,True
2580,True
5116,False
24,True
1118,False
2149,True
628,True
1471,False
261,True
3910,False
1388,True
3040,False
5335,False
2553,True
2422,True
3490,True
3609,True
1695,True
8,False
1606,True
1066,True
1902,False
2411,False
5461,True
1713,True
3061,True
400,True
4774,True
4996,False
1994,False
1539,False
5128,False
4619,True
4319,False
4923,False
3281,True
38,True
2292,False
4009,False
864,True
4827,True
5360,True
4743,True
4553,False
1434,False
2440,True
2433,True
2375,False
4722,True
4863,False
207,False
3328,True
3101,False
3362,True
2568,True
1069,True
4142,False
2096,True
890,True
669,True
851,False
4469,True
1654,True
698,True
4732,True
5564,True
293,False
5299,False
894,True
2724,False
1325,False
2297,False
983,True
3788,False
1112,True
631,False
1967,False
4354,False
212,True
5098,True
1609,False
5447,True
3004,False
3997,False
1287,True
5453,True
2990,True
4134,True
4030,False
2376,True
198,True
4248,False
5032,False
4451,True
4355,False
3781,True
2666,True
5481,False
1442,True
3569,False
4928,True
2271,False
2639,False
523,False
5357,True
5573,True
4784,True
3944,True
1934,True
3535,False
3699,False
570,False
5334,False
3141,True
5540,True
4678,False
3728,True
4393,True
2631,False
295,True
3423,False
3171,True
3906,False
2876,False
4199,True
4447,True
4205,True
5557,True
4679,False
821,True
3310,False
3297,False
5229,True
1204,False
5156,True
567,False
2446,False
3000,True
1664,False
3499,False
2439,True
3886,False
2939,False
5055,True
4239,True
4521,True
2085,True
2509,False
3623,True
2307,False
3828,True
4329,True
4657,False
1645,True
4499,True
2103,True
3815,False
4925,False
750,False
2420,False
1161,False
2596,True
4001,False
2885,True
2570,True
5148,True
2074,False
277,True
158,False
4091,False
4684,False
1146,False
294,False
977,True
1761,True
3018,False
1168,False
3517,True
2314,False
3324,False
3545,True
4297,True
1369,True
904,True
2585,False
4669,True
4532,True
1314,True
4085,True
3915,True
1726,True
2357,False
4496,False
4949,True
4850,True
4466,True
4656,False
4292,True
1397,True
1244,False
833,False
149,True
3647,True
2348,True
5155,True
184,False
887,True
920,True
1487,True
2926,True
3634,False
4631,False
4796,False
672,True
1908,False
2108,True
2035,True
2231,True
264,True
3299,True
2504,False
1411,False
5206,True
3030,False
209,False
5228,True
2250,False
2395,True
4788,True
1500,True
2291,True
1084,False
1267,False
1109,False
3547,False
2749,True
3454,True
4230,True
2882,False
3437,True
3322,False
3966,True
809,False
3170,True
3028,True
2875,False
3254,True
3975,False
3029,False
5434,True
5152,True
51,False
5281,False
3154,True
1969,False
2713,True
1362,True
1514,True
2152,True
4874,True
112,True
5535,True
168,True
2322,True
4268,False
4857,False
2602,True
4828,True
1245,False
1354,False
3758,True
1157,False
3537,True
4758,True
3326,False
4286,True
5526,True
1115,False
2483,True
853,False
4572,False
5081,False
2258,True
3899,False
53,False
4061,True
5000,False
2177,False
5036,False
5089,False
3700,True
2552,False
4506,True
2841,False
1212,False
3145,False
4916,True
3848,True
3994,False
5278,False
3591,True
5257,False
2765,True
515,False
5103,True
2709,True
356,True
5074,False
2710,True
529,True
3320,False
59,False
948,True
4323,False
281,True
3348,True
1629,False
2782,False
4180,False
5125,False
4754,True
451,False
3575,False
2732,False
4926,False
1276,True
1283,True
4047,True
5220,True
1530,False
4033,True
805,True
5273,False
1529,False
2554,True
3749,True
4775,False
49,False
2691,False
3054,True
801,True
4887,False
1367,True
424,False
5352,False
0,False
2034,True
1269,True
176,False
5296,True
512,False
1286,True
1462,True
2409,True
4376,True
2384,False
766,False
1348,True
3785,False
2482,True
1054,True
5099,True
4833,True
2455,True
532,False
4909,False
4950,True
5013,False
380,True
1866,True
5030,False
3346,False
2681,True
4724,True
930,False
2626,False
2526,False
5517,True
5569,False
419,True
3714,True
1480,True
1059,True
1970,True
4176,True
73,True
3173,True
2604,True
2880,True
1252,True
1894,True
2598,True
1864,True
1461,False
1181,False
5044,True
488,False
1124,False
1257,False
1541,False
388,False
3065,True
3919,False
2211,True
1290,True
2510,False
2995,True
5315,False
455,False
815,False
1086,False
2920,False
2638,False
3130,True
5435,False
1279,False
1429,False
2777,True
2222,True
352,True
3719,False
3389,False
3873,True
2082,True
1203,False
1405,True
4815,True
1699,True
1705,True
2913,True
1274,False
2207,False
163,True
2047,False
5399,False
3280,True
3360,True
3688,False
5146,True
408,False
4238,True
4118,True
4747,True
641,True
4437,False
1343,False
888,True
1557,False
1085,False
3927,True
531,True
3008,True
2447,True
5485,False
2767,True
1671,True
2109,True
1148,True
3166,True
266,True
3763,False
5424,True
3736,True
360,True
1460,False
3421,False
952,True
2160,False
5469,True
1574,False
4945,True
3337,True
1842,False
2208,True
2979,False
3436,True
4633,True
754,False
1378,True
980,False
2100,False
286,True
3533,True
3088,True
1154,True
1511,False
4231,False
3261,True
4467,True
2191,False
211,True
3164,True
274,True
88,True
2798,True
2324,True
298,True
3674,False
5072,True
3776,True
4647,False
315,True
4973,True
2151,True
3288,False
3117,False
2020,True
5200,True
2974,True
1275,False
2413,True
528,True
4404,False
1505,True
3598,True
3681,False
1318,True
3380,True
3034,False
2380,True
4311,True
2616,False
1166,False
3471,True
4698,False
4981,False
4845,False
2871,True
1222,True
5406,True
4255,False
1982,False
4756,False
4020,False
371,False
3482,False
2131,True
3418,False
3424,True
1538,False
5397,True
2744,True
1553,True
4335,False
2817,True
4705,True
618,False
2381,False
4391,True
4375,True
3524,True
2629,True
4123,True
4983,True
2766,True
3895,True
1656,True
969,False
1843,True
3024,True
3151,True
3386,False
4965,True
1211,False
4795,True
1428,False
5150,False
426,False
4094,True
4271,False
1923,False
3395,False
5262,False
404,False
491,False
5100,True
3494,True
824,False
2542,False
3673,False
2790,True
5303,True
3515,False
4873,True
5408,False
1788,False
2187,False
2145,True
4505,True
3246,False
1841,False
1209,True
974,False
474,False
3311,False
215,True
656,True
3235,True
2519,False
1583,True
4900,False
1130,False
3038,False
2063,False
4407,True
131,True
4347,False
3566,False
1341,True
2184,False
4785,True
594,True
5061,True
810,False
247,False
4374,False
29,True
1119,True
3363,True
2792,False
4243,False
4826,True
1974,True
633,True
46,False
4988,True
4797,True
868,False
1320,True
4914,False
1543,False
4129,True
3559,True
4217,True
2503,False
3567,False
3058,False
860,True
4105,False
2138,True
1984,False
2310,False
2759,True
2531,False
848,False
1243,True
4174,True
4270,True
3045,False
